Month ID,Store ID #,Sub ID#,Electricity acct #,Start date,End date,Consumption month,NOD,Acct./Invoice month,Statement month,Season (H/L),Billing Authority,Tariff Name,Estimate ( E ),TOU/ Non-TOU (T/N),Standard_Start of period,Standard_End of period,Standard_Constant/Factor,Standard_Meter (kWh),Unnamed: 19,Standard/Consump. (kWh), Standard/Amount (R) , Standard/Rate (R/kWh) ,Peak_Start of period,Peak_End of period,Peak_Constant/Factor,Peak_Meter (kWh),Unnamed: 27,Peak_Consump. (kWh),Peak_Amount (R), Peak_Rate (R/kWh) ,kWh Reading (Off-Peak)_Start of period,kWh Reading (Off-Peak)_End of period,kWh Reading (Off-Peak)_Constant/Factor,kWh Reading (Off-Peak)_Meter (kWh),Unnamed: 35,Off-peak_Consump. (kWh),Off-peak_Amount (R), Off-peak_Rate (R/kWh) ,Total_Consump. (kWh),Total_Amount (R), Total_Rate (R/kWh) ,Energy demand charges_Max Demand (kVA), Energy demand charges_Amount (R) , Energy demand charges_Rate (R/kVA) , Capacity charge_Supply capacity (A) , Capacity charge_# POS , Capacity charge_Amount (R) , Capacity charge_Rate (R/A.POS) , Basic/Service_Amount (R) , Basic/Service_Rate (R/period) , Admin_Amount (R) , Admin_Rate (R/unit) ,Total_Amount(R),Electrf. & Rural_Amount (R),Electrf. & Rural_Rate (R/kWh), ENV_Amount (R) ,ENV_Rate (R/kWh),Transm. Network charges_NMD,Transm. Network charges_Amount (R),Transm. Network charges_Rate (R/kVA), Network access_NMD , Network access_Amount (R) , Network access_Rate (R/kVA) , Demand Network Access Charge_NMD , Demand Network Access Charge_Amount ( R) , Rate/NMD (R/kVA) ,Network demand charge_MD,Network demand charge_Amount (R), Network demand charge_Rate/MD (R/kVA) ,Network charge_Rate (R/day),Network charge_Amount (R ),Reactive_Consump. (kVArh),Reactive_Amount (R),Reactive_Rate (R/kVArh), Excess Network Access charge_No of events , Excess Network Access charge_NMD Exceeded (kVA) ,Excess Network Access charge_Amount (R),Excess Network Access charge_Rate (R/kVA),Surcharges_Amount (R),Surcharges_Rate,Energy Charge Surcharge_Consump. (kWh), Energy Charge Surcharge_Amount ( R ) ,Energy Charge Surcharge_Rate,Other_Amount ( R),Other_Load Factor,Total_Amount (R).1,Total_Calc amount (R),Total_Eff. Rate (R/kWh),Site Name,Unnamed: 90
HUH0144531,HUH01,,3500304431.0,12/1/2021,1/1/2022,Dec-21, 31 ,1/18/2022,,L,Ekurhuleni Municipality,Ekurhuleni tariff D >230/400V & <=11kV,,T,,,, -   ,,228934.799," 304,826.68 ", 1.3315 ,,,, -   ,,107120.4,217475.84, 2.0302 ,,,, -   ,,376741.2,395578.26, 1.0500 ,712796.399,917880.78, 1.29 ,1840.498,164890.22, 89.59 ,,,,#DIV/0!," 3,696.41 ", 119.24 ,, -   ," 3,696 ",,0,,0,,,#DIV/0!," 2,300.41 "," 123,670.04 ", 53.76 ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,4130.0," 17,635.10 ",4.27,,,," 1,227,772.55 ",R 1.72,," 1,411,938.43 "
HUH0144562,HUH01,,3500304431.0,1/1/2022,2/1/2022,Jan-22, 31 ,2/17/2022,,L,Ekurhuleni Municipality,Ekurhuleni tariff D >230/400V & <=11kV,,T,,,, -   ,,226989.6," 302,236.65 ", 1.3315 ,,,, -   ,,109141.2,221578.46, 2.0302 ,,,, -   ,,393022.799,412673.94, 1.0500 ,729153.599,936489.05, 1.28 ,1886.841,169042.09, 89.59 ,,,,#DIV/0!," 3,696.41 ", 119.24 ,, -   ," 3,696 ",,0,,0,,,#DIV/0!," 2,300.41 "," 123,670.04 ", 53.76 ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,4130.0," 17,635.10 ",4.27,,,," 1,250,532.69 ",R 1.72,," 1,438,112.59 "
HUH0144593,HUH01,,3500304431.0,2/1/2022,3/1/2022,Feb-22, 28 ,3/22/2022,,L,Ekurhuleni Municipality,Ekurhuleni tariff D >230/400V & <=11kV,,T,,,, -   ,,248907.599," 331,420.47 ", 1.3315 ,,,, -   ,,115026.0,233525.79, 2.0302 ,,,, -   ,,419993.999,440993.7, 1.0500 ,783927.598,1005939.96, 1.28 ,1883.051,168702.54, 89.59 ,,,,#DIV/0!," 3,696.41 ", 132.01 ,, -   ," 3,696 ",,0,,0,,,#DIV/0!," 2,300.41 "," 123,670.04 ", 53.76 ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,4130.0," 17,635.10 ",4.27,,,," 1,319,644.05 ",R 1.68,," 1,517,590.66 "
HUH0144621,HUH01,,3500304431.0,3/1/2022,4/1/2022,Mar-22, 31 ,4/21/2022,,L,Ekurhuleni Municipality,Ekurhuleni tariff D >230/400V & <=11kV,,T,,,, -   ,,285868.8," 380,634.31 ", 1.3315 ,,,, -   ,,133756.8,271553.06, 2.0302 ,,,, -   ,,461307.599,484372.98, 1.0500 ,880933.199,1136560.35, 1.29 ,1885.929,168960.38, 89.59 ,,,,#DIV/0!," 3,696.41 ", 119.24 ,, -   ," 3,696 ",,0,,0,,,#DIV/0!," 2,300.41 "," 123,670.04 ", 53.76 ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,4130.0," 17,635.10 ",4.27,,,," 1,450,522.28 ",R 1.65,," 1,668,100.62 "
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,, -   
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,, -   
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,, -   
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,, -   
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,, -   
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,Atlantis, -   
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,, -   
,,,,,,, -   ,,,,,,,,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,,,, -   ,,,,#DIV/0!,0.0,0.0,#DIV/0!,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,#DIV/0!, -   ,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,, -   ,#DIV/0!,, -   
HUH0243647,HUH02,,152353956.0,6/30/2019,7/31/2019,Jul-19, 31 ,8/23/2019,,H,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,237157.2," 331,332.32 ", 1.3971 ,,,, -   ,,107374.8,424839.13, 3.9566 ,,,, -   ,,1167117.6,1037684.26, 0.8891 ,1511649.6,1793855.71, 1.19 ,1982.712,203703.83, 102.74 ,,,,#DIV/0!," 3,119.22 ", 100.62 ,, -   ," 3,119 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 2,000,678.76 ",R 1.32,," 2,300,780.57 "
HUH0243678,HUH02,,152353956.0,7/31/2019,8/31/2019,Aug-19, 31 ,9/23/2019,,H,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,228153.6," 318,753.39 ", 1.3971 ,,,, -   ,,106222.8,420281.13, 3.9566 ,,,, -   ,,1275073.2,1133667.58, 0.8891 ,1609449.6,1872702.1, 1.16 ,1390.188,142827.92, 102.74 ,,,,#DIV/0!," 3,119.22 ", 100.62 ,, -   ," 3,119 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 2,018,649.24 ",R 1.25,," 2,321,446.63 "
HUH0243709,HUH02,,152353956.0,8/31/2019,9/30/2019,Sep-19, 30 ,10/24/2019,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,655492.8," 727,203.71 ", 1.1094 ,,,, -   ,,293095.2,434542.94, 1.4826 ,,,, -   ,,1129201.212,912281.66, 0.8079 ,2077789.212,2074028.31, 1.00 ,4169.076,428330.87, 102.74 ,,,,#DIV/0!," 3,018.60 ", 100.62 ,, -   ," 3,019 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 2,505,377.78 ",R 1.21,," 2,881,184.45 "
HUH0243739,HUH02,,152353956.0,9/30/2019,10/31/2019,Oct-19, 31 ,11/22/2019,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,813208.8," 902,173.84 ", 1.1094 ,,,, -   ,,365500.8,541891.49, 1.4826 ,,,, -   ,,1294543.188,1045861.44, 0.8079 ,2473252.788,2489926.77, 1.01 ,4150.476,426419.9, 102.74 ,,,,#DIV/0!," 3,119.22 ", 100.62 ,, -   ," 3,119 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 2,919,465.89 ",R 1.18,," 3,357,385.77 "
HUH0243770,HUH02,,152353956.0,10/31/2019,11/30/2019,Nov-19, 30 ,12/23/2019,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,451430.4," 422,945.14 ", 0.9369 ,,,, -   ,,202184.4,264881.78, 1.3101 ,,,, -   ,,833112.012,529359.37, 0.6354 ,1486726.812,1217186.29, 0.82 ,4047.552,415845.49, 102.74 ,,,,#DIV/0!," 3,018.60 ", 100.62 ,, -   ," 3,019 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,636,050.38 ",R 1.10,," 1,881,457.94 "
HUH0243800,HUH02,,152353956.0,11/30/2019,12/31/2019,Dec-19, 31 ,1/24/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,194344.8," 182,081.64 ", 0.9369 ,,,, -   ,,88178.4,115522.52, 1.3101 ,,,, -   ,,371398.8,235986.8, 0.6354 ,653922.0,533590.96, 0.82 ,1192.476,122514.98, 102.74 ,,,,#DIV/0!," 3,119.22 ", 100.62 ,, -   ," 3,119 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 659,225.16 ",R 1.01,," 758,108.93 "
HUH0243831,HUH02,,152353956.0,12/31/2019,1/31/2020,Jan-20, 31 ,2/27/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,224986.8," 210,790.13 ", 0.9369 ,,,, -   ,,98346.0,128843.09, 1.3101 ,,,, -   ,,358802.4,227983.04, 0.6354 ,682135.2,567616.26, 0.83 ,1221.996,125547.87, 102.74 ,,,,#DIV/0!," 3,119.22 ", 100.62 ,, -   ," 3,119 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 696,283.35 ",R 1.02,," 800,725.85 "
HUH0243862,HUH02,,152353956.0,1/31/2020,2/29/2020,Feb-20, 29 ,3/23/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,242791.2," 227,471.08 ", 0.9369 ,,,, -   ,,108572.4,142240.7, 1.3101 ,,,, -   ,,407829.6,259134.93, 0.6354 ,759193.2,628846.71, 0.83 ,2642.712,271512.23, 102.74 ,,,,#DIV/0!," 2,917.98 ", 100.62 ,, -   ," 2,918 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 903,276.92 ",R 1.19,," 1,038,768.46 "
HUH0243891,HUH02,,152353956.0,2/29/2020,3/31/2020,Mar-20, 31 ,4/9/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,217786.8," 204,044.45 ", 0.9369 ,,,, -   ,,101041.2,132374.08, 1.3101 ,,,, -   ,,384873.6,244548.69, 0.6354 ,703701.6,580967.22, 0.83 ,1155.984,118765.8, 102.74 ,,,,#DIV/0!," 3,119.22 ", 100.62 ,, -   ," 3,119 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 702,852.24 ",R 1.00,," 808,280.08 "
HUH0243922,HUH02,,152353956.0,3/31/2020,4/30/2020,Apr-20, 30 ,5/25/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,221570.4," 207,589.31 ", 0.9369 ,,,, -   ,,101132.4,132493.56, 1.3101 ,,,, -   ,,361310.4,229576.63, 0.6354 ,684013.2,569659.5, 0.83 ,1156.992,118869.36, 102.74 ,,,,#DIV/0!," 3,018.60 ", 100.62 ,, -   ," 3,019 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 691,547.46 ",R 1.01,," 795,279.58 "
HUH0243952,HUH02,,152353956.0,4/30/2020,5/31/2020,May-20, 31 ,6/23/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,216590.4," 202,923.55 ", 0.9369 ,,,, -   ,,98415.6,128934.28, 1.3101 ,,,, -   ,,408478.8,259547.43, 0.6354 ,723484.8,591405.26, 0.82 ,1195.128,122787.45, 102.74 ,,,,#DIV/0!," 3,119.22 ", 100.62 ,, -   ," 3,119 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 717,311.93 ",R 0.99,," 824,908.72 "
HUH0243983,HUH02,,152353956.0,5/31/2020,6/30/2020,Jun-20, 30 ,7/22/2020,,H,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,222968.4," 273,047.10 ", 1.2246 ,,,, -   ,,101775.6,385129.05, 3.7841 ,,,, -   ,,364857.6,261027, 0.7154 ,689601.6,919203.15, 1.33 ,1217.688,125105.27, 102.74 ,,,,#DIV/0!," 3,018.60 ", 100.62 ,, -   ," 3,019 ",,0,,0,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,047,327.02 ",R 1.52,," 1,204,426.07 "
HUH0244013,HUH02,,152353956.0,6/30/2020,7/31/2020,Jul-20, 31 ,8/25/2020,,H,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,255537.6," 323,868.35 ", 1.2674 ,,,, -   ,,114955.2,454130.52, 3.9505 ,,,, -   ,,515115.6,378506.94, 0.7348 ,885608.4,1156505.81, 1.31 ,3658.896,394063.1, 107.70 ,,,,#DIV/0!," 3,269.88 ", 105.48 ,, -   ," 3,270 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,553,838.79 ",R 1.75,," 1,786,914.61 "
HUH0244044,HUH02,,152353956.0,7/31/2020,8/31/2020,Aug-20, 31 ,9/22/2020,,H,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,213536.4," 270,636.03 ", 1.2674 ,,,, -   ,,100102.8,395456.11, 3.9505 ,,,, -   ,,413102.4,303547.64, 0.7348 ,726741.6,969639.78, 1.33 ,1361.34,146616.32, 107.70 ,,,,#DIV/0!," 3,269.88 ", 105.48 ,, -   ," 3,270 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,119,525.98 ",R 1.54,," 1,287,454.88 "
HUH0244075,HUH02,,152353956.0,8/31/2020,9/30/2020,Sep-20, 30 ,10/22/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,225902.4," 218,176.54 ", 0.9658 ,,,, -   ,,104316.0,141556.81, 1.3570 ,,,, -   ,,363447.6,236131.91, 0.6497 ,693666.0,595865.26, 0.86 ,1232.28,132716.56, 107.70 ,,,,#DIV/0!," 3,164.40 ", 105.48 ,, -   ," 3,164 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 731,746.22 ",R 1.05,," 841,508.15 "
HUH0244105,HUH02,,152353956.0,9/30/2020,10/31/2020,Oct-20, 31 ,11/23/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,212547.6," 205,278.47 ", 0.9658 ,,,, -   ,,97437.6,132222.82, 1.3570 ,,,, -   ,,371498.4,241362.51, 0.6497 ,681483.6,578863.8, 0.85 ,1226.016,132041.92, 107.70 ,,,,#DIV/0!," 3,269.88 ", 105.48 ,, -   ," 3,270 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 714,175.60 ",R 1.05,," 821,301.94 "
HUH0244136,HUH02,,152353956.0,10/31/2020,11/30/2020,Nov-20, 30 ,12/23/2020,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,206671.2," 199,603.04 ", 0.9658 ,,,, -   ,,93616.8,127038.0, 1.3570 ,,,, -   ,,378957.6,246208.75, 0.6497 ,679245.6,572849.79, 0.84 ,1269.924,136770.81, 107.70 ,,,,#DIV/0!," 3,164.40 ", 105.48 ,, -   ," 3,164 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 712,785.00 ",R 1.05,," 819,702.75 "
HUH0244166,HUH02,,152353956.0,11/30/2020,12/31/2020,Dec-20, 31 ,1/25/2021,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,158046.0," 152,640.83 ", 0.9658 ,,,, -   ,,81086.4,110034.24, 1.3570 ,,,, -   ,,293022.0,190376.39, 0.6497 ,532154.4,453051.46, 0.85 ,1247.04,134306.21, 107.70 ,,,,#DIV/0!," 3,269.88 ", 105.48 ,, -   ," 3,270 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 590,627.55 ",R 1.11,," 679,221.68 "
HUH0244197,HUH02,,231965192.0,12/31/2020,1/31/2021,Jan-21, 31 ,2/11/2021,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,297220.8," 287,055.85 ", 0.9658 ,,,, -   ,,147100.8,199615.79, 1.3570 ,,,, -   ,,634550.388,412267.39, 0.6497 ,1078871.988,898939.03, 0.83 ,2581.092,277983.61, 107.70 ,,,,#DIV/0!," 3,269.88 ", 105.48 ,, -   ," 3,270 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,180,192.52 ",R 1.09,," 1,345,419.47 "
HUH0244228,HUH02,,231965192.0,1/31/2021,2/28/2021,Feb-21, 28 ,3/21/2021,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,412232.4," 398,134.05 ", 0.9658 ,,,, -   ,,207052.8,280970.65, 1.3570 ,,,, -   ,,812523.612,527896.59, 0.6497 ,1431808.812,1207001.29, 0.84 ,2686.932,289382.58, 107.70 ,,,,#DIV/0!," 2,953.44 ", 105.48 ,, -   ," 2,953 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,499,337.31 ",R 1.05,," 1,709,244.53 "
HUH0244256,HUH02,,231965192.0,2/28/2021,3/31/2021,Mar-21, 31 ,4/10/2021,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,461871.6," 446,075.59 ", 0.9658 ,,,, -   ,,214632.0,291255.62, 1.3570 ,,,, -   ,,838761.588,544943.4, 0.6497 ,1515265.188,1282274.61, 0.85 ,2743.356,295459.44, 107.70 ,,,,#DIV/0!," 3,269.88 ", 105.48 ,, -   ," 3,270 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,581,003.93 ",R 1.04,," 1,818,154.52 "
HUH0244287,HUH02,,231965192.0,3/31/2021,4/30/2021,Apr-21, 30 ,5/9/2021,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,464923.2," 449,022.83 ", 0.9658 ,,,, -   ,,228316.8,309825.9, 1.3570 ,,,, -   ,,836479.212,543460.54, 0.6497 ,1529719.212,1302309.27, 0.85 ,2662.104,286708.6, 107.70 ,,,,#DIV/0!," 3,164.40 ", 105.48 ,, -   ," 3,164 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,144.0,,," 1,592,326.27 ",R 1.04,," 1,831,175.21 "
HUH0244317,HUH02,,231965192.0,4/30/2021,5/31/2021,May-21, 31 ,6/8/2021,,L,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,449713.2," 434,333.01 ", 0.9658 ,,,, -   ,,217094.4,294597.1, 1.3570 ,,,, -   ,,938352.0,609647.29, 0.6497 ,1605159.6,1338577.4, 0.83 ,2649.6,285361.92, 107.70 ,,,,#DIV/0!," 3,269.88 ", 105.48 ,, -   ," 3,270 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,627,209.20 ",R 1.01,," 1,871,290.58 "
HUH0244378,HUH02,,231965192.0,6/30/2021,7/31/2021,Jul-21, 31 ,8/7/2021,,H,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,195721.2," 280,507.62 ", 1.4332 ,,,, -   ,,102087.6,457148.27, 4.4780 ,,,, -   ,,374244.0,310136, 0.8287 ,672052.8,1047791.89, 1.56 ,1184.484,144767.63, 122.22 ,,,,#DIV/0!," 3,710.70 ", 119.70 ,, -   ," 3,711 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,148.52,,," 1,196,418.74 ",R 1.78,," 1,375,881.55 "
HUH0244409,HUH02,,231965192.0,7/31/2021,8/31/2021,Aug-21, 31 ,9/8/2021,,H,City of Cape Town,City of Cape Town Medium Voltage Time of Use Tariff(New),A,T,,,, -   ,,195961.2," 280,851.59 ", 1.4332 ,,,, -   ,,98582.4,441451.99, 4.4780 ,,,, -   ,,369306.0,306043.88, 0.8287 ,663849.6,1028347.46, 1.55 ,1190.088,145452.56, 122.22 ,,,,#DIV/0!," 3,710.70 ", 119.70 ,, -   ," 3,711 ",,0,,0,,,#DIV/0!," 7,200.00 ", -   , -   ,,,#DIV/0!,,,#DIV/0!,,0,,,#DIV/0!,,,,#DIV/0!,,0%,,,#DIV/0!,,,," 1,177,510.72 ",R 1.77,," 1,354,137.33 "
